produto_audit_id,sku,familia_provisoria,image_id,tipo_de_relacao,status_imagem,uso_recomendado,pendencia,prioridade
PROD-0153,TB001,TB,IMG-0169,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0154,TB003,TB,IMG-0034,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0154,TB003,TB,IMG-0170,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0155,TB004,TB,IMG-0035,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0155,TB004,TB,IMG-0098,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0156,TB005,TB,IMG-0036,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0156,TB005,TB,IMG-0171,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0157,TB007,TB,IMG-0099,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0158,TE001,TE,IMG-0037,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0158,TE001,TE,IMG-0100,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0158,TE001,TE,IMG-0172,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0159,TE002,TE,IMG-0173,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0160,TE003,TE,IMG-0038,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0160,TE003,TE,IMG-0174,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0161,TE004,TE,IMG-0039,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0161,TE004,TE,IMG-0175,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0162,VR001,VR,IMG-0040,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0162,VR001,VR,IMG-0101,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0162,VR001,VR,IMG-0176,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0163,VR002,VR,IMG-0041,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0163,VR002,VR,IMG-0102,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0163,VR002,VR,IMG-0177,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0164,VR003,VR,IMG-0042,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0164,VR003,VR,IMG-0103,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0164,VR003,VR,IMG-0178,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0165,VR004,VR,IMG-0043,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0165,VR004,VR,IMG-0104,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0165,VR004,VR,IMG-0179,EXATA,PENDENTE_MARCA_VISIVEL,REVISAR,confirmar direito de uso,ALTA
PROD-0166,VR005,VR,IMG-0044,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0166,VR005,VR,IMG-0105,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0166,VR005,VR,IMG-0180,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0167,VR006,VR,IMG-0045,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0167,VR006,VR,IMG-0106,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0167,VR006,VR,IMG-0181,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0168,VR007,VR,IMG-0182,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0169,VR008,VR,IMG-0046,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0169,VR008,VR,IMG-0107,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0169,VR008,VR,IMG-0183,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0170,VR009,VR,IMG-0047,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0170,VR009,VR,IMG-0108,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0170,VR009,VR,IMG-0184,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0171,VR010,VR,IMG-0109,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0171,VR010,VR,IMG-0185,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0172,VR011,VR,IMG-0048,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0172,VR011,VR,IMG-0186,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0173,VR012,VR,IMG-0049,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0173,VR012,VR,IMG-0187,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0174,VR013,VR,IMG-0050,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
PROD-0174,VR013,VR,IMG-0188,EXATA,PENDENTE_DIREITO_DE_USO,REVISAR,confirmar direito de uso,MEDIA
