audit_id,source_id,source_location,sku_original,nome_original,nome_publico_atual,campo_interno_marca,marca_publicamente_exposta,categoria_original,familia_provisoria,variacao,medida,capacidade,unidade,aplicacao_confirmada,segmento_confirmado,imagem_encontrada,imagem_id,dados_completos,duplicidade_suspeita,divergencia,nivel_confianca,publicar_no_futuro,requer_revisao,observacoes
PROD-0069,S-02/CSV|S-03/PDF-publicado,pdf-publicado p8 csv,BV004,AGULHA INOX 04 X 08 TUBERCULINA,AGULHA INOX 04 X 08 TUBERCULINA,,NAO_OBSERVADA,BOVINOCULTURA,BV,,,,UN,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0075,IMG-0145",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0070,S-02/CSV|S-03/PDF-publicado,pdf-publicado p8 csv,BV005,MONITOR FREESTYLE OPTIUM NEO,MONITOR FREESTYLE OPTIUM NEO,INTERNO,SIM,BOVINOCULTURA,BV,,,,UN,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0018,IMG-0076,IMG-0146",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0071,S-02/CSV|S-03/PDF-publicado,pdf-publicado p8 csv,BV006,ANALISADOR DE HEMOGLOBINA,ANALISADOR DE HEMOGLOBINA,,NAO_OBSERVADA,BOVINOCULTURA,BV,,,,UN,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0019,IMG-0077,IMG-0147",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0072,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,BV007,TIRAS MONITORAMENTO CETONA 10UN,TIRAS MONITORAMENTO CETONA 10UN,,NAO_OBSERVADA,BOVINOCULTURA,BV,,,,UN,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0020,IMG-0148",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0073,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,BV008,SERINGA PARA INSULINA 1ML - 100 UN,SERINGA PARA INSULINA 1ML - 100 UN,,NAO_OBSERVADA,BOVINOCULTURA,BV,,,,UN,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0078,IMG-0149",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0074,S-02/CSV|S-03/PDF-publicado,pdf-publicado p9 csv,BV009,IMÃ INTRA RUMINAL,IMÃ INTRA RUMINAL,,NAO_OBSERVADA,BOVINOCULTURA,BV,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0079,IMG-0150",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0075,S-03/PDF-complementar, pdf-complementar p4,CN001,,,,NAO_OBSERVADA,,CN,L 1/2 TB 10MM,L 1/2 TB 10MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0076,S-03/PDF-complementar, pdf-complementar p4,CN002,,,,NAO_OBSERVADA,,CN,L 1/4 TB 10MM C/ ABA,L 1/4 TB 10MM C/ ABA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0077,S-03/PDF-complementar, pdf-complementar p4,CN003,,,,NAO_OBSERVADA,,CN,L 1/4 TB 6 MM C/ ABA,L 1/4 TB 6 MM C/ ABA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0078,S-03/PDF-complementar, pdf-complementar p4,CN004,,,,NAO_OBSERVADA,,CN,"L 1/8 X 4,5 MM","L 1/8 X 4,5 MM",,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0079,S-03/PDF-complementar, pdf-complementar p4,CN005,,,,NAO_OBSERVADA,,CN,L 1/8 TB 6MM C/ ABA,L 1/8 TB 6MM C/ ABA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0080,S-03/PDF-complementar, pdf-complementar p4,CN006,,,,NAO_OBSERVADA,,CN,"L 1/8 X 4,5 MM","L 1/8 X 4,5 MM",,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0081,S-03/PDF-complementar, pdf-complementar p4,CN007,,,,NAO_OBSERVADA,,CN,L 3/8 TB 6MM C/ ABA,L 3/8 TB 6MM C/ ABA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0082,S-03/PDF-complementar, pdf-complementar p4,CN008,,,,NAO_OBSERVADA,,CN,L 3/8 X TB 10MM,L 3/8 X TB 10MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0083,S-03/PDF-complementar, pdf-complementar p4,CN009,,,,NAO_OBSERVADA,,CN,1/2 M TUBO 10 MM,1/2 M TUBO 10 MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0084,S-03/PDF-complementar, pdf-complementar p4,CN010,,,,NAO_OBSERVADA,,CN,1/8 TB 6MM C/ ABA,1/8 TB 6MM C/ ABA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0085,S-03/PDF-complementar, pdf-complementar p4,CN011,,,,NAO_OBSERVADA,,CN,1/8 X TB 6MM FEMEA,1/8 X TB 6MM FEMEA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0086,S-03/PDF-complementar, pdf-complementar p5,CN012,,,,NAO_OBSERVADA,,CN,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0087,S-03/PDF-complementar, pdf-complementar p5,CN013,,,,NAO_OBSERVADA,,CN,M5 TB 6 MM LISA,M5 TB 6 MM LISA,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0088,S-03/PDF-complementar, pdf-complementar p5,CN014,,,,NAO_OBSERVADA,,CN,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0089,S-03/PDF-complementar, pdf-complementar p5,CN015,,,,NAO_OBSERVADA,,CN,T 1/2,T 1/2,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0090,S-03/PDF-complementar, pdf-complementar p5,CN016,,,,NAO_OBSERVADA,,CN,1/4 TUBO 10MM,1/4 TUBO 10MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0091,S-03/PDF-complementar, pdf-complementar p5,CN017,,,,NAO_OBSERVADA,,CN,TUBO 6 MM,TUBO 6 MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0092,S-03/PDF-complementar, pdf-complementar p5,CN018,,,,NAO_OBSERVADA,,CN,TUBO 6 MM,TUBO 6 MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0093,S-03/PDF-complementar, pdf-complementar p4,CN019,,,,NAO_OBSERVADA,,CN,L 1/4 TB 12 MM,L 1/4 TB 12 MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0094,S-03/PDF-complementar, pdf-complementar p5,CN020,,,,NAO_OBSERVADA,,CN,1/4 TB 12MM,1/4 TB 12MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0095,S-03/PDF-complementar, pdf-complementar p5,CN021,,,,NAO_OBSERVADA,,CN,1/4TB,1/4TB,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0096,S-03/PDF-complementar, pdf-complementar p5,CN026,,,,NAO_OBSERVADA,,CN,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0097,S-02/CSV|S-03/PDF-publicado,pdf-publicado p4 csv,CO001,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,,NAO_OBSERVADA,COMEDOURO,CO,"1,5 KG","1,5 KG",,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0080,IMG-0151",SIM,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0098,S-02/CSV|S-03/PDF-publicado,pdf-publicado p4 csv,CO002,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,,NAO_OBSERVADA,COMEDOURO,CO,3 KG,3 KG,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0099,S-02/CSV|S-03/PDF-publicado,pdf-publicado p4 csv,CO003,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,,NAO_OBSERVADA,COMEDOURO,CO,6 KG,6 KG,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0100,S-02/CSV|S-03/PDF-publicado,pdf-publicado p4 csv,CO004,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,COMEDOURO PARA AVES COM GANCHO PLÁSTICO,,NAO_OBSERVADA,COMEDOURO,CO,9 KG,9 KG,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0101,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p5 pdf-complementar p6 csv,LM001,LAMINA RETA BC,LAMINA RETA BC,,NAO_OBSERVADA,LÂMINA,LM,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0152,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0102,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p5 pdf-complementar p6 csv,LM002,LAMINA DE REPASSE KH,LAMINA DE REPASSE KH,,NAO_OBSERVADA,LÂMINA,LM,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0021,IMG-0153",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0103,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p5 pdf-complementar p6 csv,LM003,LAMINA EM CORTE V,LAMINA EM CORTE V,,NAO_OBSERVADA,LÂMINA,LM,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0081,IMG-0154",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0104,S-03/PDF-complementar, pdf-complementar p8,PE004,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0105,S-03/PDF-complementar, pdf-complementar p6,PE006,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0106,S-03/PDF-complementar, pdf-complementar p6,PE007,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0107,S-03/PDF-complementar, pdf-complementar p6,PE008,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0108,S-03/PDF-complementar, pdf-complementar p6,PE009,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0109,S-03/PDF-complementar, pdf-complementar p7,PE010,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0110,S-03/PDF-complementar, pdf-complementar p8,PE013,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0111,S-03/PDF-complementar, pdf-complementar p8,PE016,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0112,S-03/PDF-complementar, pdf-complementar p6,PE028,,,,NAO_OBSERVADA,,PE,06 MM,06 MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0113,S-03/PDF-complementar, pdf-complementar p6,PE029,,,,NAO_OBSERVADA,,PE,10 MM,10 MM,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0114,S-03/PDF-complementar, pdf-complementar p7,PE030,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0115,S-03/PDF-complementar, pdf-complementar p7,PE031,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0116,S-03/PDF-complementar, pdf-complementar p8,PE037,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0117,S-03/PDF-complementar, pdf-complementar p7,PE039,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0118,S-03/PDF-complementar, pdf-complementar p7,PE041,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0119,S-03/PDF-complementar, pdf-complementar p7,PE045,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0120,S-03/PDF-complementar, pdf-complementar p8,PE047,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0121,S-03/PDF-complementar, pdf-complementar p6,PE048,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0122,S-03/PDF-complementar, pdf-complementar p8,PE062,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0123,S-03/PDF-complementar, pdf-complementar p7,PE063,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0124,S-03/PDF-complementar, pdf-complementar p7,PE064,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0125,S-03/PDF-complementar, pdf-complementar p9,PE065,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0126,S-03/PDF-complementar, pdf-complementar p7,PE066,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,MEDIA,PENDENTE,SIM,
PROD-0127,S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p10 pdf-complementar p8,PE075,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0082,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0128,S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p10 pdf-complementar p8,PE076,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0083,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0129,S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9,PE077,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0130,S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9,PE078,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0084,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0131,S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p10 pdf-complementar p8,PE079,,,,NAO_OBSERVADA,,PE,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0085,NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0132,S-02/CSV|S-03/PDF-publicado,pdf-publicado p5 csv,SE001,SERINGA,SERINGA,,NAO_OBSERVADA,SERINGA,SE,5 ML COM AGULHA,5 ML COM AGULHA,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0086,IMG-0155",SIM,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0133,S-02/CSV|S-03/PDF-publicado,pdf-publicado p5 csv,SE002,SERINGA,SERINGA,,NAO_OBSERVADA,SERINGA,SE,5 ML SEM AGULHA,5 ML SEM AGULHA,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0134,S-02/CSV|S-03/PDF-publicado,pdf-publicado p5 csv,SE003,SERINGA,SERINGA,,NAO_OBSERVADA,SERINGA,SE,20 ML SEM AGULHA,20 ML SEM AGULHA,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0135,S-02/CSV|S-03/PDF-publicado,pdf-publicado p5 csv,SE004,SERINGA,SERINGA,,NAO_OBSERVADA,SERINGA,SE,60 ML SEM AGULHA,60 ML SEM AGULHA,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0136,S-02/CSV|S-03/PDF-publicado,pdf-publicado p5 csv,SE005,SERINGA,SERINGA,,NAO_OBSERVADA,SERINGA,SE,10 ML SEM AGULHA,10 ML SEM AGULHA,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,NAO,,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0137,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p5 pdf-complementar p10 csv,SR001,CILINDRO GRADUADO SOCOREX,CILINDRO GRADUADO SOCOREX,INTERNO,SIM,SOCOREX,SR,"0,5 ML COM EMBOLO","0,5 ML COM EMBOLO",,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0022,IMG-0156",SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0138,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p6 pdf-complementar p10 csv,SR002,"KIT REPARO DA SERINGA SOCOREX 0,5 ML","KIT REPARO DA SERINGA SOCOREX 0,5 ML",INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0023,IMG-0157",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0139,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p6 pdf-complementar p10 csv,SR003,"SERINGA SOCOREX 0,5 ML","SERINGA SOCOREX 0,5 ML",INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0024,IMG-0087,IMG-0158",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0140,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p6 pdf-complementar p10 csv,SR004,"SOQUETE SERINGA SOCOREX 0,5-1 ML","SOQUETE SERINGA SOCOREX 0,5-1 ML",INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0025,IMG-0088,IMG-0159",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0141,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p6 pdf-complementar p10 csv,SR005,SERINGA SOCOREX DUPLA,SERINGA SOCOREX DUPLA,INTERNO,SIM,SOCOREX,SR,"2 X 0,5 ML","2 X 0,5 ML",,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0026,IMG-0089,IMG-0160",SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0142,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p6 pdf-complementar p10 csv,SR006,SERINGA SOCOREX DUPLA,SERINGA SOCOREX DUPLA,INTERNO,SIM,SOCOREX,SR,2 X 1 ML,2 X 1 ML,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0027,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0143,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p6 pdf-complementar p10 csv,SR007,UNIÃO DE PONTAS - SOCOREX DUPLA,UNIÃO DE PONTAS - SOCOREX DUPLA,INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0090,IMG-0161",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0144,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p5 pdf-complementar p10 csv,SR008,CILINDRO GRADUADO SOCOREX,CILINDRO GRADUADO SOCOREX,INTERNO,SIM,SOCOREX,SR,"0,5 ML","0,5 ML",,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0028,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0145,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p5 pdf-complementar p10 csv,SR009,CILINDRO GRADUADO SOCOREX,CILINDRO GRADUADO SOCOREX,INTERNO,SIM,SOCOREX,SR,1 ML,1 ML,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,IMG-0029,SIM,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0146,S-02/CSV|S-03/PDF-publicado,pdf-publicado p6 csv,SR010,"MOLA DO EMBOLO SOCOREX 0,5 - 1 ML","MOLA DO EMBOLO SOCOREX 0,5 - 1 ML",INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0030,IMG-0091,IMG-0162",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0147,S-02/CSV|S-03/PDF-publicado,pdf-publicado p6 csv,SR011,REPOSIÇÃO POSTERIOR SOCOREX DUPLA,REPOSIÇÃO POSTERIOR SOCOREX DUPLA,INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0031,IMG-0092,IMG-0163",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0148,S-02/CSV|S-03/PDF-publicado,pdf-publicado p6 csv,SR012,"SERINGA SOCOREX ULTRA 0,5 ML","SERINGA SOCOREX ULTRA 0,5 ML",INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0032,IMG-0164",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0149,S-02/CSV|S-03/PDF-publicado,pdf-publicado p6 csv,SR025,BICO REPOSIÇÃO SOCOREX,BICO REPOSIÇÃO SOCOREX,INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0093,IMG-0165",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0150,S-02/CSV|S-03/PDF-publicado,pdf-publicado p6 csv,SR026,CONEXÃO MANGUEIRA SOCOREX,CONEXÃO MANGUEIRA SOCOREX,INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0094,IMG-0166",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0151,S-02/CSV|S-03/PDF-publicado,pdf-publicado p6 csv,SR027,REPOSIÇÃO PROTEÇÃO CILINDRO SOCOREX,REPOSIÇÃO PROTEÇÃO CILINDRO SOCOREX,INTERNO,SIM,SOCOREX,SR,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0095,IMG-0167",NAO,NAO,NAO,ALTA,PENDENTE,NAO,
PROD-0152,S-03/PDF-publicado,pdf-publicado p6,SR029,,,,NAO_OBSERVADA,,SR,,,,,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0096,IMG-0168",NAO,NAO,NAO,MEDIA,CANDIDATO,SIM,
PROD-0153,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9 csv,TB001,TUBO SILICONE SPRAY,TUBO SILICONE SPRAY,,NAO_OBSERVADA,TUBOS,TB,,,,PÇ,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0033,IMG-0097,IMG-0169",NAO,NAO,NAO,ALTA,CANDIDATO,NAO,
PROD-0154,S-02/CSV|S-03/PDF-publicado|S-03/PDF-complementar,pdf-publicado p7 pdf-complementar p9 csv,TB003,TUBULAÇÃO PU CRISTAL,TUBULAÇÃO PU CRISTAL,,NAO_OBSERVADA,TUBOS,TB,10 MM,10 MM,,MT,NAO_CONFIRMADA,NAO_CONFIRMADO,SIM,"IMG-0034,IMG-0170",SIM,NAO,NAO,ALTA,CANDIDATO,NAO,
